! year          LOD
! [a]           [ms]
  1974.329      3.860
  1974.331      3.852
  1974.334      3.752
  1974.337      3.583
  1974.339      3.356
  1974.342      3.132
  1974.345      2.928
  1974.348      2.787
  1974.350      2.711
  1974.353      2.694
  1974.356      2.738
  1974.359      2.818
  1974.361      2.920
  1974.364      3.025
  1974.367      3.118
  1974.370      3.191
  1974.372      3.222
  1974.375      3.200
  1974.378      3.123
  1974.381      3.001
  1974.383      2.862
  1974.386      2.749
  1974.389      2.704
  1974.392      2.751
  1974.394      2.872
  1974.397      3.036
  1974.400      3.188
  1974.402      3.282
  1974.405      3.280
  1974.408      3.190
  1974.411      3.029
  1974.413      2.824
  1974.416      2.598
  1974.419      2.402
  1974.422      2.230
  1974.424      2.128
  1974.427      2.087
  1974.430      2.089
  1974.433      2.141
  1974.435      2.216
  1974.438      2.287
  1974.441      2.368
  1974.444      2.413
  1974.446      2.442
  1974.449      2.416
  1974.452      2.352
  1974.454      2.254
  1974.457      2.130
  1974.460      2.013
  1974.463      1.948
  1974.465      1.969
  1974.468      2.085
  1974.471      2.259
  1974.474      2.461
  1974.476      2.598
  1974.479      2.637
  1974.482      2.569
  1974.485      2.417
  1974.487      2.219
  1974.490      2.023
  1974.493      1.838
  1974.496      1.706
  1974.498      1.629
  1974.501      1.611
  1974.504      1.650
  1974.507      1.734
  1974.509      1.855
  1974.512      1.975
  1974.515      2.086
  1974.517      2.172
  1974.520      2.223
  1974.523      2.233
  1974.526      2.179
  1974.528      2.096
  1974.531      1.975
  1974.534      1.852
  1974.537      1.761
  1974.539      1.732
  1974.542      1.809
  1974.545      1.974
  1974.548      2.182
  1974.550      2.363
  1974.553      2.444
  1974.556      2.429
  1974.559      2.300
  1974.561      2.098
  1974.564      1.895
  1974.567      1.714
  1974.569      1.591
  1974.572      1.516
  1974.575      1.511
  1974.578      1.574
  1974.580      1.684
  1974.583      1.819
  1974.586      1.978
  1974.589      2.132
  1974.591      2.264
  1974.594      2.350
  1974.597      2.394
  1974.600      2.404
  1974.602      2.355
  1974.605      2.279
  1974.608      2.185
  1974.611      2.114
  1974.613      2.098
  1974.616      2.157
  1974.619      2.319
  1974.621      2.541
  1974.624      2.778
  1974.627      2.958
  1974.630      3.024
  1974.632      2.955
  1974.635      2.766
  1974.638      2.531
  1974.641      2.299
  1974.643      2.102
  1974.646      1.980
  1974.649      1.922
  1974.652      1.915
  1974.654      1.959
  1974.657      2.042
  1974.660      2.147
  1974.663      2.254
  1974.665      2.353
  1974.668      2.420
  1974.671      2.444
  1974.674      2.432
  1974.676      2.377
  1974.679      2.300
  1974.682      2.221
  1974.684      2.147
  1974.687      2.129
  1974.690      2.183
  1974.693      2.333
  1974.695      2.551
  1974.698      2.821
  1974.701      3.066
  1974.704      3.243
  1974.706      3.278
  1974.709      3.186
  1974.712      3.002
  1974.715      2.773
  1974.717      2.567
  1974.720      2.419
  1974.723      2.343
  1974.726      2.323
  1974.728      2.359
  1974.731      2.436
  1974.734      2.541
  1974.736      2.666
  1974.739      2.771
  1974.742      2.860
  1974.745      2.920
  1974.747      2.923
  1974.750      2.891
  1974.753      2.820
  1974.756      2.738
  1974.758      2.652
  1974.761      2.613
  1974.764      2.640
  1974.767      2.745
  1974.769      2.924
  1974.772      3.153
  1974.775      3.389
  1974.778      3.570
  1974.780      3.662
  1974.783      3.631
  1974.786      3.506
  1974.789      3.297
  1974.791      3.078
  1974.794      2.897
  1974.797      2.762
  1974.799      2.698
  1974.802      2.695
  1974.805      2.737
  1974.808      2.800
  1974.810      2.878
  1974.813      2.953
  1974.816      3.020
  1974.819      3.054
  1974.821      3.056
  1974.824      3.013
  1974.827      2.939
  1974.830      2.836
  1974.832      2.737
  1974.835      2.664
  1974.838      2.648
  1974.841      2.728
  1974.843      2.872
  1974.846      3.066
  1974.849      3.270
  1974.851      3.441
  1974.854      3.542
  1974.857      3.553
  1974.860      3.462
  1974.862      3.303
  1974.865      3.116
  1974.868      2.933
  1974.871      2.800
  1974.873      2.745
  1974.876      2.744
  1974.879      2.794
  1974.882      2.878
  1974.884      2.978
  1974.887      3.081
  1974.890      3.159
  1974.893      3.221
  1974.895      3.236
  1974.898      3.211
  1974.901      3.147
  1974.903      3.051
  1974.906      2.931
  1974.909      2.833
  1974.912      2.771
  1974.914      2.781
  1974.917      2.861
  1974.920      3.010
  1974.923      3.174
  1974.925      3.294
  1974.928      3.351
  1974.931      3.328
  1974.934      3.223
  1974.936      3.057
  1974.939      2.862
  1974.942      2.675
  1974.945      2.527
  1974.947      2.436
  1974.950      2.409
  1974.953      2.438
  1974.956      2.506
  1974.958      2.594
  1974.961      2.675
  1974.964      2.754
  1974.966      2.798
  1974.969      2.820
  1974.972      2.805
  1974.975      2.744
  1974.977      2.663
  1974.980      2.564
  1974.983      2.469
  1974.986      2.406
  1974.988      2.397
  1974.991      2.480
  1974.994      2.639
  1974.997      2.843
  1974.999      3.025
  1975.002      3.130
  1975.005      3.140
  1975.008      3.040
  1975.010      2.879
  1975.013      2.690
  1975.016      2.521
  1975.018      2.391
  1975.021      2.316
  1975.024      2.302
  1975.027      2.336
  1975.029      2.426
  1975.032      2.552
  1975.035      2.665
  1975.038      2.777
  1975.040      2.856
  1975.043      2.903
  1975.046      2.913
  1975.049      2.888
  1975.051      2.833
  1975.054      2.759
  1975.057      2.675
  1975.060      2.602
  1975.062      2.591
  1975.065      2.658
  1975.068      2.799
  1975.070      3.004
  1975.073      3.219
  1975.076      3.388
  1975.079      3.457
  1975.081      3.401
  1975.084      3.262
  1975.087      3.071
  1975.090      2.872
  1975.092      2.722
  1975.095      2.623
  1975.098      2.598
  1975.101      2.632
  1975.103      2.705
  1975.106      2.801
  1975.109      2.913
  1975.112      3.021
  1975.114      3.108
  1975.117      3.153
  1975.120      3.150
  1975.123      3.110
  1975.125      3.028
  1975.128      2.925
  1975.131      2.816
  1975.133      2.712
  1975.136      2.648
  1975.139      2.650
  1975.142      2.725
  1975.144      2.888
  1975.147      3.096
  1975.150      3.289
  1975.153      3.401
  1975.155      3.396
  1975.158      3.271
  1975.161      3.043
  1975.164      2.803
  1975.166      2.588
  1975.169      2.444
  1975.172      2.370
  1975.175      2.370
  1975.177      2.412
  1975.180      2.512
  1975.183      2.634
  1975.185      2.761
  1975.188      2.873
  1975.191      2.958
  1975.194      3.026
  1975.196      3.046
  1975.199      3.021
  1975.202      2.970
  1975.205      2.907
  1975.207      2.852
  1975.210      2.819
  1975.213      2.840
  1975.216      2.924
  1975.218      3.084
  1975.221      3.295
  1975.224      3.526
  1975.227      3.708
  1975.229      3.795
  1975.232      3.746
  1975.235      3.578
  1975.238      3.329
  1975.240      3.079
  1975.243      2.862
  1975.246      2.726
  1975.248      2.661
  1975.251      2.654
  1975.254      2.698
  1975.257      2.767
  1975.259      2.845
  1975.262      2.908
  1975.265      2.959
  1975.268      2.987
  1975.270      2.978
  1975.273      2.944
  1975.276      2.900
  1975.279      2.840
  1975.281      2.760
  1975.284      2.714
  1975.287      2.714
  1975.290      2.778
  1975.292      2.901
  1975.295      3.093
  1975.298      3.306
  1975.300      3.508
  1975.303      3.660
  1975.306      3.694
  1975.309      3.627
  1975.311      3.460
  1975.314      3.249
  1975.317      3.051
  1975.320      2.908
  1975.322      2.828
  1975.325      2.805
  1975.328      2.828
  1975.331      2.879
  1975.333      2.932
  1975.336      2.981
  1975.339      3.004
  1975.342      3.010
  1975.344      2.981
  1975.347      2.926
  1975.350      2.842
  1975.352      2.738
  1975.355      2.630
  1975.358      2.538
  1975.361      2.485
  1975.363      2.501
  1975.366      2.574
  1975.369      2.713
  1975.372      2.883
  1975.374      3.045
  1975.377      3.171
  1975.380      3.211
  1975.383      3.161
  1975.385      3.027
  1975.388      2.839
  1975.391      2.641
  1975.394      2.477
  1975.396      2.376
  1975.399      2.334
  1975.402      2.359
  1975.405      2.399
  1975.407      2.462
  1975.410      2.522
  1975.413      2.568
  1975.415      2.589
  1975.418      2.568
  1975.421      2.523
  1975.424      2.457
  1975.426      2.360
  1975.429      2.265
  1975.432      2.170
  1975.435      2.118
  1975.437      2.130
  1975.440      2.200
  1975.443      2.343
  1975.446      2.522
  1975.448      2.695
  1975.451      2.820
  1975.454      2.867
  1975.457      2.827
  1975.459      2.701
  1975.462      2.527
  1975.465      2.339
  1975.467      2.173
  1975.470      2.058
  1975.473      1.988
  1975.476      1.980
  1975.478      2.015
  1975.481      2.072
  1975.484      2.119
  1975.487      2.151
  1975.489      2.159
  1975.492      2.135
  1975.495      2.078
  1975.498      1.999
  1975.500      1.898
  1975.503      1.786
  1975.506      1.689
  1975.509      1.618
  1975.511      1.594
  1975.514      1.636
  1975.517      1.760
  1975.520      1.927
  1975.522      2.116
  1975.525      2.251
  1975.528      2.311
  1975.530      2.278
  1975.533      2.145
  1975.536      1.968
  1975.539      1.777
  1975.541      1.611
  1975.544      1.502
  1975.547      1.445
  1975.550      1.459
  1975.552      1.533
  1975.555      1.627
  1975.558      1.729
  1975.561      1.830
  1975.563      1.907
  1975.566      1.951
  1975.569      1.962
  1975.572      1.940
  1975.574      1.894
  1975.577      1.823
  1975.580      1.764
  1975.582      1.724
  1975.585      1.722
  1975.588      1.771
  1975.591      1.892
  1975.593      2.072
  1975.596      2.310
  1975.599      2.532
  1975.602      2.681
  1975.604      2.726
  1975.607      2.656
  1975.610      2.491
  1975.613      2.296
  1975.615      2.119
  1975.618      2.005
  1975.621      1.946
  1975.624      1.940
  1975.626      1.996
  1975.629      2.079
  1975.632      2.168
  1975.634      2.253
  1975.637      2.319
  1975.640      2.353
  1975.643      2.351
  1975.645      2.317
  1975.648      2.245
  1975.651      2.156
  1975.654      2.064
  1975.656      1.985
  1975.659      1.937
  1975.662      1.949
  1975.665      2.029
  1975.667      2.180
  1975.670      2.399
  1975.673      2.637
  1975.676      2.836
  1975.678      2.940
  1975.681      2.928
  1975.684      2.800
  1975.687      2.603
  1975.689      2.408
  1975.692      2.246
  1975.695      2.154
  1975.697      2.133
  1975.700      2.170
  1975.703      2.256
  1975.706      2.354
  1975.708      2.456
  1975.711      2.555
  1975.714      2.617
  1975.717      2.656
  1975.719      2.659
  1975.722      2.633
  1975.725      2.576
  1975.728      2.522
  1975.730      2.476
  1975.733      2.453
  1975.736      2.474
  1975.739      2.541
  1975.741      2.685
  1975.744      2.881
  1975.747      3.117
  1975.749      3.349
  1975.752      3.524
  1975.755      3.605
  1975.758      3.554
  1975.760      3.402
  1975.763      3.202
  1975.766      3.005
  1975.769      2.877
  1975.771      2.815
  1975.774      2.820
  1975.777      2.861
  1975.780      2.937
  1975.782      3.009
  1975.785      3.085
  1975.788      3.132
  1975.791      3.148
  1975.793      3.130
  1975.796      3.071
  1975.799      2.999
  1975.802      2.906
  1975.804      2.826
  1975.807      2.754
  1975.810      2.728
  1975.812      2.741
  1975.815      2.824
  1975.818      2.965
  1975.821      3.158
  1975.823      3.354
  1975.826      3.532
  1975.829      3.641
  1975.832      3.650
  1975.834      3.556
  1975.837      3.388
  1975.840      3.199
  1975.843      3.042
  1975.845      2.942
  1975.848      2.914
  1975.851      2.953
  1975.854      3.013
  1975.856      3.081
  1975.859      3.143
  1975.862      3.178
  1975.864      3.199
  1975.867      3.178
  1975.870      3.127
  1975.873      3.061
  1975.875      2.971
  1975.878      2.870
  1975.881      2.794
  1975.884      2.747
  1975.886      2.736
  1975.889      2.790
  1975.892      2.888
  1975.895      3.036
  1975.897      3.189
  1975.900      3.332
  1975.903      3.412
  1975.906      3.426
  1975.908      3.355
  1975.911      3.202
  1975.914      3.022
  1975.916      2.839
  1975.919      2.704
  1975.922      2.637
  1975.925      2.634
  1975.927      2.672
  1975.930      2.735
  1975.933      2.782
  1975.936      2.810
  1975.938      2.823
  1975.941      2.818
  1975.944      2.793
  1975.947      2.731
  1975.949      2.674
  1975.952      2.603
  1975.955      2.543
  1975.958      2.521
  1975.960      2.529
  1975.963      2.581
  1975.966      2.690
  1975.969      2.833
  1975.971      3.003
  1975.974      3.133
  1975.977      3.218
  1975.979      3.227
  1975.982      3.149
  1975.985      3.008
  1975.988      2.821
  1975.990      2.645
  1975.993      2.504
  1975.996      2.422
  1975.999      2.403
  1976.001      2.447
  1976.004      2.506
  1976.007      2.576
  1976.010      2.637
  1976.012      2.670
  1976.015      2.681
  1976.018      2.662
  1976.021      2.615
  1976.023      2.549
  1976.026      2.486
  1976.029      2.421
  1976.031      2.389
  1976.034      2.406
  1976.037      2.475
  1976.040      2.603
  1976.042      2.797
  1976.045      3.011
  1976.048      3.216
  1976.051      3.377
  1976.053      3.442
  1976.056      3.414
  1976.059      3.312
  1976.062      3.162
  1976.064      3.013
  1976.067      2.897
  1976.070      2.827
  1976.073      2.809
  1976.075      2.836
  1976.078      2.901
  1976.081      2.978
  1976.084      3.034
  1976.086      3.073
  1976.089      3.068
  1976.092      3.038
  1976.094      2.978
  1976.097      2.896
  1976.100      2.802
